,Review_text,Nouns
355,Superb phone,phone
356,costly,
357,Good,
358,"My OnePlus 6 device is not working properly since purchasing on 19th Aug'2018, which cropped up major problem since Nov'2018.
Every call is cracked, making conversation impossible, camera flash & torch not at all working, overall horrible experience. I took the device  to authorised service center in Guwahati twice on 19.11.2018 & 24.12.2018 without any improvement. Took up the matter with customer care and on their advice booked pick up & drop repair service on 31.12.2018. But ,it was not picked up till 4th Jan'2019 & on complaint to customer care, I was asked to recreate the request on 4th Jan'2019. Even after second request on 4th Jan'2019, the set is not picked up till 12th Jan'2019, despite everyday mail & call to Oneplus customer care & repair service agency Servify.com. Its totally horrible & frustrating experince.for me, a loyal customer earlier set being Oneplus 3. Despite all these , the customer care is not entertaining my requst for replacement .
All these put up for valued intending customers for information only.","complaint,repair,agency,replacement,torch,improvement,call,conversation,requst,request,experience,center,camera,service,device,information,guwahati,mail,problem,set,advice,matter,oneplu,care,flash,customer"
359,Bekar,bekar
360,Best phone ever...,phone
361,Best product in price range.,"range,price,product"
362,Excellent,
363,"Camera is good,battery life is decent, water resistant. Screen is large enough","water,screen,battery,camera,life"
364,"Good picture quality, sound quality and battery life.","quality,picture,battery,sound,life"
365,Picture perfect,picture
366,"Picture and sound quality are good.
Battery life is not up to mark.","quality,picture,battery,sound,life"
367,Awesomeness all around been using this phone since 8 months now still functions without any single problem !,"awesomene,phone,function,month,problem"
368,I love it,
369,"Best phone I have ever bought. Worth the price, best in class features. Superb camera, screen responsiveness, sound, design are great compared to any phone at this price range.","screen,phone,price,responsivene,cla,range,camera,sound,design,feature"
370,Awesome phone..😊 its been 4 months.. m loving it..♥️,"month,phone"
371,Grt phone to use,phone
372,Just Awesome...,
373,"Awesome phone with a very good camera ,sound , and 4k display but battery is still 3000 mah but has dash charger","charger,phone,mah,battery,camera,display,sound,dash"
374,Best in it's class. Performance is good,"performance,cla"
375,"Camera is best, battery is best, phone is best.","battery,camera,phone"
376,One Plus 6 is the best phone that I have used so far. The phone is very fast and easy to use. The battery life is very good. It lasts for one full day for my usage. The charging is also very quick. The picture quality of the camera is excellent.,"quality,phone,picture,charge,battery,day,camera,life,usage"
377,I have problem with earpiece sound quality isn't good....other than that OnePlus 6 is a all-rounder....,"rounder,oneplu,quality,earpiece,problem,sound"
378,"Awesome, battery backup no word to say......","word,backup,battery"
379,"You all know with that headline, what I'm gonna talk about, so just figure out the rest of the review by yourselves 😂😂","headline,review,rest,yourselv"
380,Quality,quality
381,Best one in market. Works like a charm!,"charm,market"
382,good product,product
383,"Five months after purchase , I am extremely satisfied with this phone .
Battery life is still great,  still works smooth as new , dash charging is amazing .","purchase,phone,charge,battery,life,month,dash"
384,Batter drains fast,batter
385,"Omg it's like the best phone ever and it's damn fast..
Camera is too gooood","camera,phone,omg"
386,Worth for money,money
387,"Oneplus 6 awesome phone
But i received phone is minor problem
I balme to only amazon","phone,problem"
388,It's a good product. But my dash charging is not working.,"charge,dash,product"
389,Best,
390,Phone is amazing,phone
391,Better than best,
392,Battery life is too short,"battery,life"
393,Yes,
394,Amazing phones.. completely worth it..,phone
395,Awesome phone. Better then iphone 6,"iphone,phone"
396,I happy with this mobile. No issues untill now.,"mobile,issue"
397,Better than 6t... this may be the last good phone one plus has to offer as 6t is slower than this one,"plu,one,phone"
398,Great and awesome,
399,One of the best phone,phone
400,"Great cam, excellent battery life, lots of RAM, crisp display. Pic quality not as good as pixel 3 but the difference is only slight. Way better priced","quality,pixel,lot,battery,cam,ram,difference,display,life"
401,Very good phone,phone
402,Butter smooth phone if battery will  be some long lasting then it will a power pack.,"phone,power,battery,pack,butter"
403,Nice phone,phone
404,Good product.,product
405,simply superb,
406,fastest and smartest phone ever used. absolute value for money rather than other brands. great user interface with zero lagging,"value,lag,phone,interface,user,brand,money"
407,Good,
408,it is hanging every time.I am facing Lots of issue with it,"lot,issue"
409,Value to 💰,value
410,7☆,
411,Overall value for money.,"value,money"
412,Oneplus 6 is a iphone killer... 😂🤣😂🤣😂🤣👌🤘,"iphone,killer"
413,Awesome,
414,"Awesome battery life, decent camera, amazing sound quality","quality,battery,camera,sound,life"
415,Oneplus swag♥️,swag
416,"Oneplus is best. Awesome RAM management. Never hangs, smooth OS.
Dash charging is too good.
Awesome touch sensitivity, picture quality and camera.
Go for any oneplus phone without 2nd thought.","think,oneplu,sensitivity,quality,phone,picture,charge,dash,ram,camera,management,touch"
417,"I got this phone in January 2019. I've been using it for a few days, and it's a really good phone for the price. Stock Android with a lot of customisation, OLED display, and most importantly for me, a headphone jack. Definitely worth it.
In fact, the headphone jack and the notification LED make it arguably a better phone than the OnePlus 6T","android,oneplu,headphone,phone,fact,customisation,lot,price,jack,day,notification,display,stock"
418,Became current best friend of mine.,friend
419,good mobile,mobile
420,Fine,
421,Picture quality and bokeh effect nice quality,"picture,quality,bokeh,effect"
422,Did not like it,
423,Picture quality & sound quality ok.,"picture,quality,sound"
424,The best and awsome mobile that i have ever used in my life it is so fast and the speed everyone need is in this phone never get hang and picture quality and display is just awesome,"mobile,spee,quality,phone,picture,life,everyone,display,hang"
425,OnePlus 6 is the best mobile i have ever owned.....,"mobile,oneplu"
426,OnePlus 6 is supper awesome. Pixel quality is superb. Both front and back cameras are truly amazing. It takes stunning pictures. Battery life is also good. Amoled display takes a lot of battery that's the reason you get superb pixel quality. However if you keep the theme on dark mode the battery will last a little longer. It can last upto 20-24 hrs of normal usage and 12-14 hrs of heavy usage. Audio quality is best among all the mid range premium smartphone.,"quality,smartphone,pixel,lot,mode,battery,back,picture,reason,theme,supper,range,front,camera,display,life,usage"
427,Amazing,
428,Not Satisfied,
429,Best phone,phone
430,Good,
431,Good,
432,I like very much,
433,"good performance, excellent battery life, fast charging
Bluetooth headphones not working properly.","performance,battery,life,headphone"
434,Good,
435,Worth the money spent !,money
436,"The phone is the best. But not the Battery, disappointed. My usage is less, but my battery lasts for just 3hrs of screen display.
And if my usage is less, it might last for a day.
I had my Oneplus 2 for 3 years straight and never had a problem with anything.
Oneplus 6 - Worth it, but not worth it!","oneplu,phone,worth,year,battery,day,problem,display,anyth,screen,usage"
