,Review_text,Nouns
5148,"Excellent mobile with superfast experience, my suggestion would be if you are really loving the speed and camera quality mobile then you can blindly go and purchase this.
Pros:
Operating Speed
Camera quality
unbelievable speed of Fingerprint and face unlock
stylish design
Cons:
If you are more loving games then battery won't stay much otherwise battery performance is pretty good. For me it is giving more than one day usage without games.","pro,con,operate,day,fingerprint,mobile,spee,suggestion,face,performance,unlock,usage,experience,quality,design,battery,camera,game"
3389,Am very happy to have the product. Little dissappointed is the battery life only.,"life,battery,product"
1486,Worth it,
4503,Best phone in india,"phone,india"
6281,I have used Redmi series phones since 3 years. But In last week purchased 1+6 really awesome . Overall great phone.,"week,year,redmi,serie,phone"
7905,Amazing experience speed that we never had before,"experience,spee"
9639,"Amazing performance, no lag during gaming, picture quality is amazing. Battery is on the lower end. But still enough for easy 10-12 hours with a normal useage.","end,hour,performance,quality,battery,useage,lag,game,picture"
479,No defaults. I'm using it since 3 months. Everyday I'm getting new update and it's thrilling. Smooth display perfect picture clarity,"month,clarity,default,update,display,picture"
3746,Amazing phone great picture quality great battery backup,"phone,quality,picture,battery,backup"
7088,Awesome product!! Thanks OnePlus,"thank,product"
9055,The best until 6t comes out,
6250,Best Product,product
5468,Look is not gud,
7990,I loved this product.asome quality.,quality
3782,Good,
3991,Waste of money,"waste,money"
9571,i most like selfie camera...,camera
9297,Picture quality is owsome. Nice graphics.,"graphic,quality,picture"
6914,Amazing phone.,phone
1934,"Super speed and gaming  is super, video is nice, pictures are also nice. I loved this phone very much. But this 📱 🔋 life is less.","video,spee,phone,life,game,picture"
2512,Good mobil,mobil
921,Amazing mobile with supreb feature and battery life. Its elegant design makes it different from other. No match of this phone.,"mobile,phone,life,feature,supreb,battery,design,match"
5765,Good experience,experience
7573,Just a perfect phone,phone
6779,Simply amazing,
797,"I may not be the right person to post a review for this phone however, I have received the review from the person for whom I bought it and I got the stats from the international survey as well. The phone justifies the subject of this review but there will always be the people switching from android to iOS, vice-versa rarely happens but according to survey 21% of iOS users have switched to one plus this year which is quite astonishing figure. I don’t want to stretch out my review now as I myself use iOS device so just one advice there is a higher version of this phone in the market right now so better check that out before purchasing this version.","device,vice,survey,review,phone,version,market,year,figure,subject,android,person,advice,stat,user,versa"
3513,Camera and sound quality could have been better,"sound,quality,camera"
8693,Everything is best.,everyth
6179,Good phone but battery drain within a day...:(,"phone,battery,drain,day"
1187,nice,
7853,No,
5792,"It's a worst product. Please replace it with  LG v30+
Shame Amazon. Please make this replacement as soon as possible.","amazon,product,shame,replacement"
8754,Excellent,
3442,Very good,
1985,Amazing blazing speed smartphone. It comes with all the features a premium phones have. Don't think get this.,"spee,phone,feature,smartphone"
7130,"The is only the best phone in the market, best in its class, forget iPhone and Samsung, the experience you get in owing the one plus 6 is extraordinary. Worth every penny..must buy who is looking to get the best in price change of 30k","price,change,phone,market,experience,iphone,cla,penny"
10244,Very nice camera features and battery life,"life,battery,feature,camera"
6763,Great product..,product
6360,"Oneplus is best in class 👍🏼 I'm very happy to upgrade from Honor 8 Pro to my first oneplus phone OP6 and it's so far one of the best options at value for its money. Worthy for price ( quality and performance). Back case is a must which I would recommend for day to day use.
Best build quality
Best in looks
Best in camera
Best in performance no lag
Fastest fingerprint scanner
Fastest in face unlock
Fastest in charging
I got the best deal in amazon great indian festival with credit card discount at it's best price Rs33,000/- the 128 GB 8Gb Ram variant looks great feels great
Oneplus 6 = smooth +elegant + top notch performance","pro,card,ram,back,look,face,money,must,notch,price,option,day,honor,use,quality,cla,case,value,fingerprint,performance,unlock,feel,camera,lag,scanner,oneplu,variant,phone,amazon,credit,festival,discount,deal"
4758,Amazing,
9444,"It's been 3 months I am using this awesome phone.This beast performing very good no other phone can beat it in this segment.
Go for the beast :)","segment,phone,beast,month"
7986,As expected,
8771,For 40k there no phone which 128gb storage and 8gb ram and with dash charging I think it is a amazing phone,"phone,ram,storage,dash"
10283,Camera quality is excellent and user friendly too but battery can drain very quickly.,"quality,battery,user,camera"
9858,Excellent,
10359,Great,
1927,Superb!!,
8727,Nice phone at right price just a little compromise on sound as single speaker.,"sound,speaker,price,compromise,phone"
9505,Phone hanging while typing,"phone,hang"
520,Super,
1228,"Battery, looks, interface is great.","battery,interface"
1078,Excellent product for the price what they are selling and also I like the variety of features it offers.,"product,price,variety,feature"
5251,It's okay not that good,
7508,this is a hell of a phone .....awesome perfomance ....with greater camera,"phone,perfomance,hell,camera"
9043,Awesome,
8350,"Camera performance in low light drops after 3 months of use.
When it comes to gaming this device is beast.
I got some scratches in back panel i thought it was gorilla glass.","device,month,back,gorilla,drop,use,performance,scratch,light,panel,camera,gla,beast"
2727,Liked it,
4426,"Likes
1. Snapdragon 845 - Fastest CPU and Best GPU in android world
2. Amoled Display is stunning and great
3. Built quality is premium but you need a cover to protect it
4. 8 GB LPDD4X RAM
5. REAR CAMERAS ARE GOOD
6. Love DASH Charging it's fast and save time
7. Oxygen OS - Best android version , its like pure  android with some meaningful features no bloatware
8. Fast update , using Android 9 pie from last 1 month through (beta version)
9. Face unlock is very good
Dislike
1. Battery life is average must come with 4000 mAh battery
2. hate notch
3. more pure android approach
4. DASH Charging is now becoming old must implement OPPO Flash VOOC charge
5 Face unlock must be through hardware like apple and poco which are more reliable
Overall best phone","snapdragon,ram,life,face,pie,apple,battery,rear,oppo,notch,oxygen,approach,beta,bloatware,quality,update,time,cover,month,cpu,love,feature,unlock,gpu,mah,camera,world,hardware,version,phone,dash,poco,android,display,charge"
4400,The phone is good and the timely delivery was even better,"phone,delivery"
405,simply superb,
2256,Very good product.,product
3503,The need for speed is fulfilled with the current best flagship mobile in world,"spee,mobile,flagship,world"
6243,"Good things:
1.Camera superb
2.Battery life is good
3.Phone is fast that you need no. Lagging
But...
1. I'm getting some flickering during slow motion video shoot
2. Playing of Amazon prime video through cast, fading some difficult","video,flicker,cast,shoot,life,superb,motion,amazon,thing"
8268,It's a good buy without a doubt,"buy,doubt"
5117,Low light camera is not good and stabilization while clicking photos is also not good....gives blur images even in normal clicks(not in potrait mode) clicking potrait mode is struggle as u have to keep subject within certain distance and that's too close...,"image,distance,photo,mode,blur,camera,struggle,stabilization"
1518,Awesome mobile,mobile
1539,Superb,
1758,Very bad products,product
1717,Very good photos.  I want excellent camera.,"photo,camera"
4067,Very happy.,
6193,MY FAVORITE PHONE.... LOVED IT❤❤❤❤❤❤❤,phone
8210,Best phone till date in this price range,"date,phone,price,range"
1066,"worst battery not even one day also coming battery,Not worth for 35K","battery,day"
4389,Better than any other,
5526,"Too good phone
Must buy",phone
