Review Text,Review Rating
Picture quality in slow motion is very dark always,5
Good phone... So far no issues,4
Everything is just awesome.,5
Good product,5
Its really awesome😍,5
awsum phone.but 1+6 battery is not good.battery should be given more powerful as compared to its cpu & RAM performance.overall good product except the battery,5
Life,5
Amazingly delightful experience.,5
Screen is very good. Smooth. Camera is good. Expected more with OnePlus in sound and earphone quality. Need more workout with sound.,5
Best Buy,5
Good phone but slightly costly should be in between 20k to 25k,4
Nice alrounder phone,5
Fab,5
Excellent phone,5
"Speaker of this phone is pathetic. Camera is good, not the best. Battery life is good.",2
"I have never used such a smooth and responsive phone in my life.
I have played a lot of games on it. The latest one I am playing is PUBG mobile. After playing for one hour still the phone works butter smooth. No hangs, no lags and no restarts. Overall I am totally satisfied with the product. I would recommend everyone to buy this phone.",5
The phone is just brilliant,5
Dislike battery,4
Always maintain the performance.,5
One can enjoy speed n reliable,4
best,5
OnePlus is the beast of every phone.....just one thing I don't like after upadtte to pie battery shows a bit disappointed,5
"Quality product, no flaws... Reducing a star missing simple features like compass, qr code reader, etc... Overall it's a great buy....",4
It's a great phone .... But the only issue I am facing is the ringtone which seems to be a defect in the one plus phones ..apart from that I am loving the phone!,5
Good,4
Battery life is average.sound quality is average,5
Using It Since More That 8 Months.. Even I Bought 6t... Best Phone From OnePlus..,5
This phone is all-rounder,5
Good,5
Super,5
"Picture, sound and battery are fantastic.
But some minor issues of phone hang and a major issue of network reception.
Didn't expect network reception issues with a 35k phone.",4
Value for money a very fastest phone,5
"A pathetic piece of crap phone, please don’t manufacture phones where you camy provide quality. It’s a disaster now",1
Best features for a smartphone in  that price Range along with the OnePlus trust. Can prefer this over the recently launched 6T.,4
Fantastic product. Battery easily lasts two days. Great photos,5
Good,5
"Superb, steady performance, great speed, excellent camera, and a very sturdy and reliable build. For all the specs, this beats any and every other much-higher-priced brands of cell phones. Just buy it! Love the red colour too.",5
All feature are very good. Awesome phone.,5
Ok,5
Have some issues with wifi connectivity... otherwise it’s a good fone!!!,4
"OnePlus 6 is One of the Best Smartphone Experiences Available Right Now!!
Perfect Phone.. Although Sound Is Great.. But It Cannot Match the Quality of Samsung..
Other Than that.. A Beast of a Phone
Don't Think Twice Before Buying It.. 😊",5
"Nice Camera, Screen Quality... Pretty Premium feel...",5
"I liked it's battery life and speed but sometimes it got hang, that I don't like.",4
Good mobile brand. Go for atleast 128 GB storage. I missed on that as I took 64GB.,5
Awso,5
Only necessary to improve battery  rating,5
One plus lives up to its promise. Great phone!,5
The quality and the camera is amazing. Salute to speed,5
Please improve the picture and sound quality,4
It was my dream phone ... So did I purchased... And know I am very much satisfied and loving this product from deep deep of my heart 😍,5
Best phone ever,4
Don't like it,1
Awesome,5
Worth Money Spent,5
Battery life and high cost,4
Great set of features. Oxygen OS provides the user greater control over their devices. Gesture based navigation allows full utilization of the entire display area.,5
Excellent,5
Awesome,5
Awwwsommmmeeeee,5
Excellent phone from OP. Battery life is great - I use my phone very intensively for almost 12 hours a day with 1 time charge.,5
Apps load fast. The premium design is surely an eye catcher .,5
"Fastest phone I have ever use .All excellent camera, battery,display,looks,",5
I just loved it,5
Nil,5
"Performance is too good, display is awesome, I am using it for last 3 months but never ever hanged, battery long lasted 2 and a half day if you make and recieve calls only and in regular use like calls, gaming, YouTube it will run full day.",5
"One plus keep improving it's quality in each of it's new edition. You get the os updates to the latest. Sound, picture and battery life is very good. Charging speed is good. Only issue is you need to carry this charger everywhere as other android chargers will not fit in for this.",5
Value for money,5
Superb phone,5
Evrything is cool,5
Excellent,5
Picture quality n battery life is too good,5
Premium look...I liked it,5
What to review about this megaphone. Perfect in all ways.,5
Good,4
Good,5
The best phone ever...... beats  iPhone 7 for camera.,5
Great product,5
Camera is just unbelievable in daylight.,5
The best phone i have ever used i have used plenty of mobile phone brands say it apple say it right from blackberry to asus to every but the best price to performance ratio is seen in oneplus but leaving all the best feature is dash charging apart  from battery camera everything works like pro i wish every phone is same and the innovation stays still,5
Nice product. Good and new technology features in product. Recommend to but this. Value for money,5
Its awesome phone,5
Its oneplus,5
It's the best product even beyond it's range,5
Good one in android price is costly,2
Superb mobile company ever in phone segment..best price for best product..and delivery comitment amazon is exellent...,5
"Its comes with everythig speed,quality,durability.",5
Ok ok,4
Excellent,5
This is an amazing phone for anyone who is looking forward to photography and gaming. The pro mode for camera provides so much flexibility with photography. Gaming in this device is as smooth as butter. I wish battery life could have lasted longer but anyway with dash charging it nothing to be worried about.,5
"The notification slider is not upto the mark.
Camera hardware is very good but its efficiency is restricted by the software",4
"Been using this phone for over 10 months now, I hasn't really lagged or anything, the front camera and video quality is a lill less than what u might imagine of",5
excellent  product,5
"Camera quality is worst, mainly front camera. requested replacement of product now the product is not available on Amazon",2
